 1810,  OC,  75.775° / -66.367°, Dor,     ,      , 
 1724,  OC,  75.875° /  49.500°, Aur,     , 10.0m, 
 1823,  OC,  75.875° / -70.350°, Men,     ,      , 
 1746,  OC,  75.900° /  23.817°, Tau,42.0',  6.0m, 
 1762,  Gx,  75.900° /   1.567°, Ori,     , 13.0m, 
I 400,    ,  75.925° / -15.767°, Lep,     ,      , 
 1814, C+N,  75.950° / -67.283°, Dor,     ,  9.0m, 
 1816, C+N,  75.950° / -67.283°, Dor,     ,  9.0m, 
 1820,  OC,  75.950° / -67.283°, Dor,     ,  9.0m, 
 1750,  OC,  75.975° /  23.650°, Tau,     ,      , 
 1825,  OC,  76.025° / -68.917°, Dor,     ,      , 
 1828,  OC,  76.025° / -69.383°, Dor,     ,      , 
 1818,  OC,  76.050° / -66.400°, Dor, 3.0',  9.8m, 
 1833, C+N,  76.075° / -70.717°, Men,     ,      , 
I 401,    ,  76.075° / -10.083°, Eri,     ,      , 
 1758,  OC,  76.100° /  23.767°, Tau,     ,      , 
 1830,  OC,  76.125° / -69.333°, Dor,     ,      , 
 1829, C+N,  76.175° / -68.050°, Dor,     ,  8.0m, 
 1837, C+N,  76.175° / -70.700°, Men,     ,      , 
 1822,  OC,  76.250° / -66.200°, Dor,     ,      , 
 1792,  Gx,  76.300° / -37.983°, Col, 4.0', 10.2m, 
 1835,  Gb,  76.300° / -69.400°, Dor, 1.2',  9.8m, 
 1779,  Gx,  76.325° /  -9.150°, Eri, 2.6', 13.0m, 
 1834, ***,  76.325° / -69.217°, Dor,     ,      , 
 1836,  OC,  76.325° / -68.617°, Dor,     ,      , 
 1784,  Gx,  76.350° / -11.867°, Lep, 4.2', 11.8m, 
 1803,  Gx,  76.350° / -49.567°, Pic, 1.1',      , 
 1826,  OC,  76.350° / -66.217°, Dor,     ,      , 
 1838,  OC,  76.475° / -68.450°, Dor,     ,      , 
 1839, C+N,  76.475° / -68.617°, Dor,     ,      , 
 1831,  OC,  76.525° / -64.917°, Dor,     , 11.0m, 
 1845,  OC,  76.575° / -70.467°, Men,     ,      , 
I 402,    ,  76.575° /  -9.133°, Eri,     ,      , 
 1780,  Gx,  76.600° / -19.483°, Lep,     , 15.0m, 
 1800,  Gx,  76.600° / -31.950°, Col, 1.6', 12.6m, 
 1840,  OC,  76.600° / -71.817°, Men,     ,      , 
 1788,  Nb,  76.725° /  -3.350°, Ori, 8.0',      , 
 1824,  Gx,  76.725° / -59.717°, Dor,     ,      , 
 1847,  OC,  76.725° / -68.983°, Dor,     ,      , 
I2118,  Nb,  76.725° /  -7.217°, Eri,180.0',      , Witch Head nebula
 1842,  OC,  76.775° / -67.267°, Dor,     ,      , 
 1844,  OC,  76.800° / -67.317°, Dor,     ,      , 
I2119,    ,  76.800° / -20.350°, Lep,     ,      , 
 1848, C+N,  76.825° / -71.183°, Men,     ,      , 
 1846,  Gb,  76.900° / -67.467°, Dor,     , 11.0m, 
 1797,  Gx,  76.925° /  -8.033°, Eri,     , 15.0m, 
 1799,  Gx,  76.925° /  -7.967°, Eri,     , 15.0m, 
 1808,  Gx,  76.925° / -37.517°, Col, 7.2',  9.9m, 
 1781,    ,  76.975° / -18.167°, Lep,     ,      , 
 1794,  Gx,  76.975° / -18.167°, Lep,     , 14.0m, 
 1778,  OC,  77.025° /  37.050°, Aur, 7.0',  7.7m, 
 1850,  OC,  77.125° / -68.767°, Dor, 3.0',  9.3m, 
 1811,  Gx,  77.175° / -29.283°, Col,     , 15.0m, 
 1812,  Gx,  77.225° / -29.267°, Col,     , 14.0m, 
 1852, C+N,  77.250° / -67.783°, Dor,     ,      , 
 1854,  OC,  77.275° / -68.850°, Dor,     , 10.0m, 
 1849,  OC,  77.300° / -66.300°, Dor,     ,      , 
 1855,    ,  77.350° / -68.850°, Dor,     ,      , 
 1856,  OC,  77.350° / -69.133°, Dor,     , 10.0m, 
 1858, C+N,  77.425° / -68.900°, Dor,     ,      , 
 1827,  Gx,  77.525° / -36.967°, Col, 3.4',      , 
 1861,  OC,  77.525° / -70.767°, Men,     ,      , 
 1802,    ,  77.550° /  24.100°, Tau,     ,      , 
 1860,  OC,  77.600° / -68.767°, Dor,     ,      , 
 1807,  OC,  77.675° /  16.533°, Tau,17.0',  7.0m, 
 1790,    ,  77.825° /  52.067°, Aur,     ,      , 
 1859,  OC,  77.850° / -65.217°, Dor,     ,      , 
 1863,  OC,  77.850° / -68.783°, Dor,     ,      , 
 1798,    ,  77.900° /  47.667°, Aur,     ,      , 
 1819,  Gx,  77.925° /   5.200°, Ori,     , 13.0m, 
 1821,  Gx,  77.925° / -15.117°, Lep,     , 14.0m, 
 1817,  OC,  78.025° /  16.700°, Tau,16.0',  7.7m, 
 1832,  Gx,  78.025° / -15.683°, Lep, 2.8', 11.4m, 
 1862,  OC,  78.050° / -66.133°, Dor,     ,      , 
 1865,  OC,  78.050° / -68.783°, Dor,     ,      , 
 1853,  Gx,  78.075° / -57.400°, Dor, 2.0',      , 
 1864,  OC,  78.125° / -67.633°, Dor,     ,      , 
 1878,  OC,  78.150° / -70.467°, Men,     ,      , 
 1870,  OC,  78.250° / -69.133°, Dor,     ,      , 
 1872, C+N,  78.250° / -69.333°, Dor,     ,      , 
 1874, C+N,  78.300° / -69.383°, Dor,     ,      , 
 1876, C+N,  78.300° / -69.383°, Dor,     ,      , 
 1877, C+N,  78.300° / -69.383°, Dor,     ,      , 
 1881, C+N,  78.300° / -69.350°, Dor,     ,      , 
I 404,  Gx,  78.325° /   9.750°, Ori,     , 16.0m, 
 1866,  OC,  78.375° / -65.467°, Dor, 5.0',  9.8m, 
 1867,  OC,  78.375° / -66.283°, Dor,     ,      , 
 1880, C+N,  78.400° / -69.383°, Dor,     ,      , 
 1871, C+N,  78.425° / -67.467°, Dor,     ,      , 
 1873, C+N,  78.425° / -67.333°, Dor,     ,      , 
 1869, C+N,  78.450° / -67.383°, Dor,     ,      , 
 1890,  OC,  78.475° / -72.067°, Men,     ,      , 
 1843,  Gx,  78.525° / -10.633°, Ori, 1.8',      , 
 1851,  Gb,  78.525° / -40.050°, Col,11.0',  7.3m, 
 1868,  Gb,  78.625° / -63.950°, Dor,     ,      , 
 1885,  OC,  78.750° / -68.967°, Dor,     ,      , 
 1882,  OC,  78.800° / -66.117°, Dor,     ,      , 
I 403,    ,  78.825° /  39.967°, Aur,     ,      , 
 1894,  OC,  78.925° / -69.450°, Dor,     ,      , 
 1887,  OC,  78.950° / -66.300°, Dor,     ,      , 
 1884,    ,  78.975° / -66.167°, Dor,     ,      , 
I 405,  Nb,  79.050° /  34.267°, Aur,30.0',      , Flaming Star nebula
 1898,  Gb,  79.175° / -69.600°, Dor,     , 11.0m, 
 1895,  Nb,  79.225° / -67.317°, Dor,     ,      , 
 1892,  Gx,  79.275° / -64.950°, Dor,     ,      , 
 1903,  OC,  79.300° / -69.300°, Dor,     , 12.0m, 
 1897,  OC,  79.350° / -67.433°, Dor,     ,      , 
 1916,  OC,  79.375° / -69.367°, Dor,     ,      , 
 1914, C+N,  79.400° / -71.233°, Men,     ,      , 
I 407,    ,  79.425° / -15.517°, Lep,     ,      , 
 1899,  Nb,  79.450° / -67.883°, Dor,     ,      , 
 1901,  OC,  79.450° / -68.433°, Dor,     ,      , 
I 406,  OC,  79.450° /  39.883°, Aur,     ,      , 
I 408,    ,  79.475° / -25.083°, Lep,     ,      , 
 1902,  OC,  79.525° / -66.617°, Dor,     ,      , 
 1910,  OC,  79.525° / -69.217°, Dor, 1.0',      , 
 1905,  OC,  79.550° / -67.250°, Dor,     ,      , 
I2120,  Pl,  79.550° /  37.600°, Aur, 0.8',      , 
 1913,  OC,  79.600° / -69.550°, Dor,     ,      , 
 1900,  OC,  79.750° / -63.033°, Dor,     ,      , 
 1917,  Gb,  79.750° / -69.000°, Dor,     ,      , 
I2122,  Gx,  79.750° / -37.083°, Col, 2.0',      , 
 1918, C+N,  79.775° / -69.650°, Dor,     ,      , 
 1911,    ,  79.800° / -66.767°, Dor,     ,      , 
 1921,  Nb,  79.825° / -69.800°, Dor,     ,      , 
 1915,    ,  79.900° / -66.800°, Dor,     ,      , 
I 409,  Gx,  79.900° /   3.300°, Ori, 0.6', 15.0m, 
 1922,  OC,  79.925° / -69.483°, Dor,     ,      , 
 1956,  Gx,  79.925° / -77.750°, Men,     ,      , 
I2121,  Gx,  79.925° / -25.067°, Lep, 2.1',      , 
 1879,  Gx,  79.950° / -32.150°, Col, 2.2', 13.0m, 
 1919, C+N,  80.000° / -66.917°, Dor,     ,      , 
 1857,  OC,  80.050° /  39.350°, Aur, 6.0',  7.0m, 
I 411,  Gx,  80.075° / -25.333°, Lep, 0.5', 15.0m, 
 1926,  OC,  80.125° / -69.500°, Dor,     ,      , 
 1920,  Nb,  80.150° / -66.800°, Dor,     ,      , 
 1928,  OC,  80.200° / -69.483°, Dor,     ,      , 
 1923, C+N,  80.250° / -65.500°, Dor,     ,      , 
 1891,    ,  80.325° / -35.733°, Col,     ,      , 
I 415,    ,  80.325° / -15.550°, Lep,     ,      , 
 1938,  OC,  80.350° / -69.917°, Men,     ,      , 
 1939,  OC,  80.350° / -69.933°, Men,     ,      , 
 1929, C+N,  80.400° / -67.933°, Dor,     ,      , 
 1875,  Gx,  80.450° /   6.683°, Ori,     , 15.0m, 
 1886,  Gx,  80.450° / -23.817°, Lep, 2.6',      , 
 1925, C+N,  80.450° / -65.800°, Dor,     ,      , 
 1934, C+N,  80.450° / -67.933°, Dor,     ,      , 
 1935, C+N,  80.475° / -67.967°, Dor,     ,      , 
 1944,  OC,  80.475° / -72.500°, Men,     ,      , 
I 412,  Gx,  80.475° /   3.483°, Ori, 1.6', 14.0m, 
I 414,  Gx,  80.475° /   3.333°, Ori, 0.4', 15.0m, 
I2123,    ,  80.475° /   3.500°, Ori,     ,      , 
I2124,    ,  80.475° /   3.500°, Ori,     ,      , 
I2126,    ,  80.475° / -67.950°, Dor,     ,      , 
I2127,    ,  80.475° / -67.967°, Dor,     ,      , 
I 413,  Gx,  80.500° /   3.483°, Ori, 1.2', 14.0m, 
 1936, C+N,  80.525° / -67.983°, Dor,     ,      , 
 1933,  OC,  80.550° / -66.150°, Dor,     ,      , 
 1937, C+N,  80.575° / -67.917°, Dor,     ,      , 
 1932,  OC,  80.600° / -66.150°, Dor,     ,      , 
 1888,  Gx,  80.625° / -11.500°, Lep, 3.0', 12.0m, 
 1889,  Gx,  80.625° / -11.483°, Lep, 0.8', 14.0m, 
 1940,  OC,  80.650° / -67.200°, Dor,     ,      , 
 2012,  Gx,  80.650° / -79.850°, Men, 1.5',      , 
I 410, C+N,  80.650° /  33.517°, Aur,40.0',      , 
 1893,  OC,  80.675° /  33.400°, Aur,11.0',  7.5m, 
 1943, C+N,  80.675° / -70.167°, Men,     , 12.0m, 
I2128,  Nb,  80.700° / -68.050°, Dor,     ,      , 
I2134,    ,  80.750° / -75.450°, Men,     ,      , 
 1941,  Nb,  80.775° / -66.383°, Dor,     ,      , 
I 416,  Gx,  80.975° / -17.267°, Lep, 1.7',      , 
I2125,    ,  81.100° / -26.983°, Lep,     ,      , 
 1904,  Gb,  81.125° / -24.550°, Lep, 8.7',  8.0m, M  79
 1950,  OC,  81.125° / -69.950°, Men,     ,      , 
 1942,  OC,  81.175° / -63.933°, Dor,     ,      , 
 1906,    ,  81.200° / -15.967°, Lep,     ,      , 
 1946,  OC,  81.275° / -66.417°, Dor,     ,      , 
 1949,  Nb,  81.275° / -68.483°, Dor,     ,      , 
 1896,    ,  81.350° /  20.167°, Tau,     ,      , 
 1945,  Nb,  81.350° / -66.350°, Dor,     ,      , 
 1953,  Gb,  81.350° / -68.800°, Dor,     ,      , 
 1948, C+N,  81.375° / -66.250°, Dor,     ,      , 
 1958,  OC,  81.375° / -69.833°, Dor,     ,      , 
 1959,  OC,  81.450° / -69.933°, Men,     ,      , 
 1883,  OC,  81.475° /  46.550°, Aur, 3.0', 12.0m, 
 1909,    ,  81.475° /  -8.133°, Ori,     ,      , 
 1930,  Gx,  81.475° / -46.733°, Pic,     ,      , 
 1951,  OC,  81.475° / -66.600°, Dor,     , 10.0m, 
 1908,    ,  81.500° /  -2.533°, Ori,     ,      , 
 1955, C+N,  81.525° / -67.483°, Dor,     ,  9.0m, 
 1962, C+N,  81.625° / -68.783°, Dor,     ,  8.0m, 
 1965, C+N,  81.625° / -68.783°, Dor,     ,  8.0m, 
 1967,  OC,  81.625° / -69.067°, Dor,     ,      , 
 1969,  OC,  81.625° / -69.817°, Dor,     ,      , 
 1970, C+N,  81.625° / -68.783°, Dor,     ,  8.0m, 
 1971,  OC,  81.675° / -69.850°, Dor,     ,      , 
 1972,  OC,  81.675° / -69.817°, Dor,     ,      , 
 1947,  Gx,  81.700° / -63.767°, Dor, 3.0', 10.8m, 
 1966,  Nb,  81.700° / -68.817°, Dor,13.0',      , 
 1968, C+N,  81.800° / -67.433°, Dor,     ,  9.0m, 
 1987,  Gb,  81.800° / -70.767°, Men,     , 12.0m, 
 2000,  OC,  81.850° / -71.917°, Men,     ,      , 
 1983, C+N,  81.875° / -68.950°, Dor,     ,  8.0m, 
 1984, C+N,  81.875° / -69.100°, Dor,     ,      , 
 1986,  OC,  81.875° / -69.967°, Men,     , 11.0m, 
I 418,  Pl,  81.875° / -12.700°, Lep, 0.2', 11.0m, 
 1924,  Gx,  81.975° /  -5.317°, Ori,     , 13.0m, 
 1974, C+N,  81.975° / -67.400°, Dor,     ,  9.0m, 
 1907,  OC,  82.000° /  35.317°, Aur, 7.0',  8.2m, 
I 417,  Nb,  82.025° /  34.433°, Aur,13.0',      , 
 1994,  OC,  82.050° / -69.117°, Dor,     ,      , 
 1978,  Gb,  82.150° / -66.233°, Dor, 2.7',  9.9m, 
 1912,  OC,  82.175° /  35.833°, Aur,21.0',  6.4m, M  38
 1927,    ,  82.175° /  -8.383°, Ori,     ,      , 
 1991,    ,  82.250° / -67.433°, Dor,     ,      , 
 2001, C+N,  82.275° / -68.733°, Dor,     ,      , 
 2005,  OC,  82.500° / -69.733°, Dor,     ,      , 
 2002,  OC,  82.550° / -66.867°, Dor,     ,      , 
 1997,  OC,  82.625° / -63.200°, Dor,     ,      , 
 2004,  OC,  82.650° / -67.283°, Dor,     ,  9.8m, 
 2010,  OC,  82.650° / -70.817°, Men,     ,      , 
 2018,  Nb,  82.650° / -71.067°, Men,25.0',      , 
 2003,  OC,  82.675° / -66.450°, Dor,     ,      , 
 2009,  OC,  82.700° / -69.150°, Dor,     ,      , 
I 419,    ,  82.750° /  30.150°, Aur,     ,      , 
 2006,  OC,  82.800° / -66.950°, Dor,     ,      , 
I2129,    ,  82.825° / -23.067°, Lep,     ,      , 
 1931, C+N,  82.850° /  34.250°, Aur, 3.0', 11.3m, 
 2016,  OC,  82.875° / -69.933°, Men,     ,      , 
 2019,  Gb,  82.925° / -70.167°, Men,     , 11.0m, 
I2130,  Gx,  82.950° / -23.150°, Lep, 2.2',      , 
 2015, C+N,  82.975° / -69.217°, Dor,     ,      , 
 2011, C+N,  83.025° / -67.517°, Dor,     ,  9.0m, 
 2014, C+N,  83.050° / -67.667°, Dor,     ,  8.0m, 
I 421,    ,  83.050° /  -8.083°, Ori,     ,      , 
I 420,    ,  83.075° /  -4.500°, Ori,     ,      , 
I 422,    ,  83.075° / -17.217°, Lep,     ,      , 
I2131,    ,  83.075° / -17.217°, Lep,     ,      , 
 1995,  D*,  83.125° / -48.700°, Pic,     ,      , 
I2132,  Gx,  83.125° / -13.917°, Lep, 1.3', 14.0m, 
 1954,  Gx,  83.200° / -14.067°, Lep, 4.1', 13.0m, 
 1957,  Gx,  83.225° / -14.117°, Lep,     ,      , 
 2020,  Nb,  83.275° / -67.700°, Dor,     ,      , 
 2025,  OC,  83.275° / -71.733°, Men,     ,      , 
I2142,    ,  83.275° / -78.000°, Men,     ,      , 
I2135,  Gx,  83.300° / -36.400°, Col, 2.5',      , 
I2136,  Gx,  83.300° / -36.400°, Col, 2.5',      , 
I2140,  OC,  83.300° / -75.367°, Men,     ,      , 
 1963,  Gx,  83.325° / -36.417°, Col, 3.5',      , 
 1998,  Gx,  83.325° / -48.683°, Pic,     ,      , 
 1964,  Gx,  83.350° / -21.950°, Lep, 6.2', 10.8m, 
 2021, C+N,  83.350° / -67.433°, Dor,     ,      , 
I 423,  Nb,  83.350° /  -0.617°, Ori, 6.0',      , 
 2028,  OC,  83.425° / -69.933°, Men,     ,      , 
 2031,  OC,  83.425° / -70.983°, Men,     ,      , 
I 424,    ,  83.425° /  -0.317°, Ori,     ,      , 
 1979,  Gx,  83.450° / -23.317°, Lep,     , 13.0m, 
I2137,    ,  83.575° / -23.333°, Lep,     ,      , 
I2138,  Gx,  83.575° / -23.550°, Lep, 1.0', 14.0m, 
 1989,  Gx,  83.600° / -30.800°, Col, 1.8',      , 
 2036,  OC,  83.600° / -70.067°, Men,     ,      , 
 1952,  Nb,  83.625° /  22.017°, Tau, 6.0',  8.4m, Crab nebula/M   1
 1992,  Gx,  83.625° / -30.933°, Col,     , 15.0m, 
 2033, C+N,  83.625° / -69.733°, Dor,     ,      , 
 2038,  OC,  83.625° / -70.550°, Men,     ,      , 
 2037, C+N,  83.675° / -69.750°, Dor,     ,      , 
 2007,  Gx,  83.750° / -50.933°, Pic,     ,      , 
 1973,  Nb,  83.775° /  -4.733°, Ori, 5.0',      , 
 2008,  Gx,  83.775° / -50.983°, Pic,     ,      , 
 2027, C+N,  83.775° / -66.917°, Dor,     ,      , 
 1981,  OC,  83.800° /  -4.433°, Ori,25.0',  4.6m, 
 2048,  Nb,  83.800° / -69.767°, Dor,18.0',      , 
 2032, C+N,  83.825° / -67.567°, Dor,     ,      , 
 2035, C+N,  83.825° / -67.567°, Dor,     ,      , 
 2046,  OC,  83.825° / -70.233°, Men,     ,      , 
I2139, ***,  83.825° / -17.933°, Lep,     ,      , 
 1975,  Nb,  83.850° /  -4.683°, Ori,10.0',      , 
 1976,  Nb,  83.850° /  -5.450°, Ori,66.0',  4.0m, Great Nebula in Orion/M  42
 1980,  Nb,  83.850° /  -5.900°, Ori,14.0',      , 
 2029, C+N,  83.850° / -67.550°, Dor,     ,      , 
 2030, C+N,  83.850° / -66.017°, Dor,     ,      , 
 1977,  Nb,  83.875° /  -4.867°, Ori,20.0',      , 
 1993,  Gx,  83.875° / -17.817°, Lep,     , 14.0m, 
 1982,  Nb,  83.900° /  -5.267°, Ori,20.0',  9.0m, M  43
 2047,  OC,  83.900° / -70.183°, Men,     ,      , 
 2034, C+N,  83.925° / -66.933°, Dor,     ,      , 
 2042, C+N,  83.950° / -68.900°, Dor,     ,      , 
 2044, C+N,  83.975° / -69.183°, Dor,     ,      , 
 1960,  OC,  84.025° /  34.133°, Aur,12.0',  6.0m, M  36
 2040, C+N,  84.025° / -67.550°, Dor,     ,      , 
 1990,  Nb,  84.050° /  -1.200°, Ori,50.0',      , 
 2043,    ,  84.050° / -70.083°, Men,     ,      , 
 2051,  OC,  84.050° / -71.000°, Men,     ,      , 
 2041,  OC,  84.100° / -66.967°, Dor,     , 10.0m, 
 1999,  Nb,  84.125° /  -6.700°, Ori,16.0',      , 
 2050, C+N,  84.125° / -69.367°, Dor,     ,      , 
 2056,  OC,  84.125° / -70.667°, Men,     ,      , 
 2058,  OC,  84.150° / -70.133°, Men,     , 12.0m, 
I 427,    ,  84.150° /  -6.667°, Ori,     ,      , 
I 428,    ,  84.150° /  -6.517°, Ori,     ,      , 
 2057,  OC,  84.175° / -70.250°, Men,     ,      , 
 2059,  OC,  84.175° / -70.100°, Men,     ,      , 
I 426,  Nb,  84.200° /  -0.250°, Ori, 5.0',      , 
 2055, C+N,  84.250° / -69.400°, Dor,     ,      , 
I 425,    ,  84.275° /  32.433°, Aur,     ,      , 
 2052,  Nb,  84.325° / -69.750°, Dor,     ,      , 
 2053,  OC,  84.325° / -67.400°, Dor,     ,      , 
 2065,  OC,  84.325° / -70.217°, Men,     , 11.0m, 
 1988,   *,  84.375° /  21.233°, Tau,     ,      , 
 2066,  OC,  84.375° / -70.167°, Men,     ,      , 
 2060, C+N,  84.400° / -69.167°, Dor,     ,      , 
 1985,  Nb,  84.425° /  32.000°, Aur,     ,      , 
I2146,  OC,  84.450° / -74.767°, Men,     ,      , 
 2072,  OC,  84.525° / -70.233°, Men,     ,      , 
 1996,    ,  84.550° /  25.817°, Tau,     ,      , 
 2075, C+N,  84.550° / -70.667°, Men,     ,      , 
I 429,    ,  84.575° /  -7.050°, Ori,     ,      , 
 2069,  Nb,  84.625° / -69.083°, Dor,     ,      , 
I 430,  Nb,  84.625° /  -7.083°, Ori,11.0',      , 
 2070, C+N,  84.650° / -69.083°, Dor,40.0',  8.2m, Tarantula nebula
 2074, C+N,  84.725° / -69.483°, Dor,     ,      , 
I2148,    ,  84.800° / -75.517°, Men,     ,      , 
 2017,    ,  84.850° / -17.850°, Lep,     ,      , 
 2077, C+N,  84.900° / -69.667°, Dor,15.0',      , 
 2078, C+N,  84.900° / -69.750°, Dor,     ,      , 
 2079, C+N,  84.900° / -69.783°, Dor,     ,      , 
 2080, C+N,  84.925° / -69.650°, Dor,     ,      , 
 2083, C+N,  84.975° / -69.750°, Dor,     ,      , 
 2084, C+N,  84.975° / -69.750°, Dor,     ,      , 
 2062,  OC,  85.000° / -66.883°, Dor,     ,      , 
 2081, C+N,  85.025° / -69.400°, Dor,     ,      , 
 2085, C+N,  85.050° / -69.650°, Dor,     ,      , 
I 431,  Nb,  85.075° /  -1.450°, Ori, 5.0',      , 
 2086, C+N,  85.100° / -69.650°, Dor,     ,      , 
I2145,  Nb,  85.100° / -69.667°, Dor,     ,      , 
I 433,  Gx,  85.125° / -11.633°, Lep, 0.4', 14.0m, 
 2088,  OC,  85.200° / -69.467°, Dor,     ,      , 
 2091,  OC,  85.225° / -69.433°, Dor,     ,      , 
I 432,  Nb,  85.225° /  -1.483°, Ori, 8.0',      , 
 2144,  Gx,  85.250° / -82.117°, Men, 1.6',      , 
I 434,  Nb,  85.250° /  -2.400°, Ori,60.0',      , Horsehead nebula
 2092,  OC,  85.375° / -69.217°, Dor,     ,      , 
 2093, C+N,  85.375° / -68.917°, Dor,     ,      , 
 2023,  Nb,  85.400° /  -2.233°, Ori,10.0',      , 
 2103, C+N,  85.400° / -71.333°, Men,     ,      , 
 2082,  Gx,  85.450° / -64.300°, Dor, 1.6', 13.0m, 
 2024,  Nb,  85.475° /  -1.850°, Ori,30.0',      , 
 2100,  OC,  85.500° / -69.233°, Dor, 2.0',  9.6m, 
 1961,  Gx,  85.525° /  69.383°, Cam, 4.3', 11.1m, 
 2022,  Pl,  85.525° /   9.083°, Ori, 0.3', 12.0m, 
 2094,  OC,  85.525° / -68.350°, Dor,     ,      , 
 2096,  OC,  85.550° / -68.467°, Dor,     ,      , 
 2102,  OC,  85.550° / -69.483°, Dor,     ,      , 
I2133,    ,  85.550° /  69.383°, Cam,     ,      , 
I2141,    ,  85.575° / -51.033°, Pic,     ,      , 
 2098, C+N,  85.625° / -68.267°, Dor,     ,      , 
 2095,  OC,  85.675° / -67.317°, Dor,     ,      , 
I 435,  Nb,  85.750° /  -2.317°, Ori, 5.0',      , 
 2026,    ,  85.775° /  20.117°, Tau,     ,      , 
 2107,  OC,  85.800° / -70.617°, Men,     , 11.0m, 
 2049,  Gx,  85.850° / -30.100°, Col,     , 14.0m, 
 2108,  Gb,  85.950° / -69.200°, Dor,     ,      , 
 2061,    ,  85.975° / -33.950°, Col,     ,      , 
 2039,    ,  86.025° /   8.633°, Ori,     ,      , 
 2097,  OC,  86.025° / -62.783°, Dor,     ,      , 
 2105,  OC,  86.050° / -66.417°, Dor,     ,      , 
 2087,  Gx,  86.075° / -55.533°, Pic, 1.1',      , 
 2013,    ,  86.100° /  55.800°, Aur,     ,      , 
 2109, C+N,  86.100° / -68.533°, Dor,     ,      , 
 2111,  OC,  86.175° / -70.950°, Men,     ,      , 
 2045,    ,  86.250° /  12.883°, Tau,     ,      , 
 2054, Ast,  86.300° / -10.083°, Ori,     ,      , 
 2113, C+N,  86.375° / -69.750°, Dor,     ,      , 
 2114,  OC,  86.450° / -68.050°, Dor,     ,      , 
 2073,  Gx,  86.475° / -21.983°, Lep,     , 13.0m, 
 2064,  Nb,  86.575° /   0.000°, Ori,12.0',      , 
 2101,  Gx,  86.600° / -52.083°, Pic, 1.9',      , 
 2067,  Nb,  86.625° /   0.100°, Ori, 8.0',      , 
 2068,  Nb,  86.675° /   0.050°, Ori, 8.0',  8.0m, M  78
 2063,    ,  86.700° /   8.800°, Ori,     ,      , 
 2076,  Gx,  86.700° / -16.767°, Lep,     , 14.0m, 
 2116,  OC,  86.725° / -68.533°, Dor,     ,      , 
I2143,  Gx,  86.725° / -18.733°, Lep, 2.5',      , 
 2090,  Gx,  86.750° / -34.233°, Col, 4.5', 12.0m, 
 2104,  Gx,  86.775° / -51.550°, Pic, 2.0',      , 
 2071,  Nb,  86.800° /   0.300°, Ori, 4.0',      , 
 2118,  OC,  86.800° / -69.150°, Dor,     ,      , 
 2117,  OC,  86.825° / -67.467°, Dor,     ,      , 
 2089,  Gx,  86.950° / -17.600°, Lep,     , 14.0m, 
I2147,    ,  86.950° / -30.500°, Col,     ,      , 
 2121,  Gb,  87.000° / -71.467°, Men, 1.8', 11.2m, 
 2122, C+N,  87.175° / -70.067°, Men,     ,      , 
 2134,  OC,  87.525° / -71.117°, Men,     , 11.0m, 
I2144,    ,  87.550° /  23.867°, Tau,     ,      , 
 2120,  Gb,  87.650° / -63.683°, Dor,     ,      , 
 2106,  Gx,  87.675° / -21.583°, Lep,     , 13.0m, 
 2125,  OC,  87.675° / -69.483°, Dor,     ,      , 
 2127,  OC,  87.775° / -69.367°, Dor,     ,      , 
 2115,  Gx,  87.825° / -50.583°, Pic, 1.2',      , 
I2150,  Gx,  87.825° / -38.317°, Col, 2.3',      , 
 2133,  Gb,  87.850° / -71.183°, Men,     ,      , 
I 437,    ,  87.900° / -12.567°, Lep,     ,      , 
 2123,  OC,  87.925° / -65.317°, Dor,     ,      , 
 2130,  OC,  88.025° / -67.333°, Dor,     ,      , 
 2110,  Gx,  88.050° /  -7.450°, Ori,     , 14.0m, 
 2099,  OC,  88.100° /  32.550°, Aur,24.0',  5.6m, M  37
I2151,  Gx,  88.150° / -17.783°, Lep, 2.1',      , 
 2136,  OC,  88.200° / -69.500°, Dor,     , 10.0m, 
I 438,  Gx,  88.250° / -17.883°, Lep, 3.2',      , 
 2135,  OC,  88.275° / -67.433°, Dor,     ,      , 
 2137,  OC,  88.300° / -69.483°, Dor,     ,      , 
I 436,    ,  88.425° /  38.633°, Aur,     ,      , 
 2112,  OC,  88.475° /   0.400°, Ori,11.0',  9.0m, 
 2140,  OC,  88.500° / -68.600°, Dor,     ,      , 
 2138,  OC,  88.625° / -65.833°, Dor,     ,      , 
 2145,  OC,  88.625° / -70.917°, Men,     ,      , 
 2132, Ast,  88.800° / -59.917°, Pic,     ,      , 
I2160,  Gx,  88.875° / -76.917°, Men, 1.9',      , 
 2161,  Gb,  88.900° / -74.350°, Men,     ,      , 
 2150,  Gx,  88.975° / -69.567°, Dor,     ,      , 
 2147, C+N,  89.000° / -68.200°, Dor,     ,      , 
 2151,  OC,  89.075° / -69.017°, Dor,     ,      , 
I2149,  Pl,  89.075° /  46.117°, Aur, 0.1', 11.0m, 
I 439,    ,  89.150° /  32.033°, Aur,     ,      , 
I2161,    ,  89.300° / -75.133°, Men,     ,      , 
 2157,  OC,  89.325° / -69.183°, Dor,     , 10.0m, 
 2119,  Gx,  89.350° /  11.950°, Ori,     ,      , 
 2153,  OC,  89.375° / -66.400°, Dor,     ,      , 
 2154,  Gb,  89.375° / -67.250°, Dor,     ,      , 
